DSF Project ID,Delivery State,Flow,Domain,Sub-Domain,Plan Work,Replan Work,Closed Work,Plan Start,Replan Start,Actual Start,Plan End,Replan End,Actual End,Plan Days,Replan Days,Plan Hr,Replan Hr,Logged Hr,EAC Hr,EAC Efficiency,Work Prog,Time Prog,Effort Prog,RAG,RAG Reason
DSFFLOW-6476,Assigned,Upgrade,Core Network,MSS,12,12,0,01-Aug-25,01-Aug-25,,15-Oct-25,15-Oct-25,,75,75,220.0,220.0,,220.0,0%,0%,61%,0%,Amber,[Assigned] with 45 days past due start date; 
DSFFLOW-4028,In Progress,Maiden Installation,Core Network,Cloud,33,33,0,14-Jul-25,14-Jul-25,30-Jul-25,05-Sep-25,05-Sep-25,,53,53,1736.0,1736.0,42.0,1694.0,2%,0%,119%,2%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-2368,On Hold,Upgrade,Network Management,"Activation, Resource Orchestration",34,34,15,01-Jun-25,01-Jun-25,20-Jun-25,31-Aug-33,31-Aug-33,,3013,3013,766.71,766.71,437.7,738.71,4%,44%,4%,57%,Amber,[On Hold] efforts burnt misaligned with time progress; late start; 
DSFFLOW-5367,In Progress,Maiden Installation,Core Network,Cloud,79,79,7,08-Aug-25,08-Aug-25,26-Aug-25,31-Dec-28,31-Dec-28,,1241,1241,2541.0,2541.0,584.0,2493.0,2%,9%,3%,23%,Green,[In Prog] late start; 
DSFFLOW-4013,Assigned,Maiden Installation,Core Network,MSS,38,38,0,25-Jul-25,25-Jul-25,,15-Apr-26,15-Apr-26,,264,264,2613.0,2613.0,,2613.0,0%,0%,20%,0%,Amber,[Assigned] with 52 days past due start date; 
DSFFLOW-2467,In Progress,Upgrade,BOS,D&A Mediation,25,25,6,11-Jun-25,11-Jun-25,26-Jun-25,30-Nov-25,30-Nov-25,,172,172,1232.5,1232.5,603.06,1093.84,11%,24%,57%,49%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-1745,Closed,"Upgrade, Expansion","Core Network, Network Management","EPC, Exposure, Resource Orchestration, UDM",101,101,101,04-Jun-25,04-Jun-25,06-Jun-25,30-Aug-25,30-Aug-25,28-Jul-25,87,87,1432.0,1432.0,1432.0,1432.0,0%,100%,63%,100%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; 
DSFFLOW-2529,Closed,Maiden Installation,Core Network,"Cloud, EPC, IMS, MSS, UDM",15,15,15,24-Jun-25,24-Jun-25,26-Jun-25,29-Aug-25,29-Aug-25,04-Sep-25,66,66,3284.0,3284.0,3284.0,3284.0,0%,100%,111%,100%,Red,[Closed] schedule overrun > 10%; 
DSFFLOW-760,In Progress,Upgrade,BOS,"D&A Mediation, Monetization Charging",2546,2546,758,08-Apr-25,08-Apr-25,12-May-25,20-Apr-26,20-Apr-26,,377,377,33240.9,33240.9,10958.70167,32199.31167,3%,30%,43%,33%,Green,[In Prog] late start; 
DSFFLOW-1307,In Progress,Expansion,BOS,Monetization Charging,161,161,160,11-May-25,11-May-25,11-May-25,21-Aug-25,30-Sep-25,,102,142,4315.75,4315.75,2395.266667,2746.016667,36%,99%,90%,57%,Amber,[In Prog] efforts burnt misaligned with work progress; 
DSFFLOW-3475,In Progress,Upgrade,Core Network,"EPC, IMS, Signaling, UDM",190,190,94,30-Apr-25,30-Apr-25,05-May-25,29-Sep-25,29-Sep-25,,152,152,3427.5,3427.5,2610.75,3274.25,4%,49%,91%,76%,Amber,[In Prog] efforts burnt misaligned with work progress; 
DSFFLOW-2544,In Progress,Maiden Installation,Core Network,Cloud-3PP/MPBN,78,78,2,19-Apr-25,19-Apr-25,26-Jun-25,31-Oct-25,31-Oct-25,,195,195,8854.5,8854.5,1118.0,8738.0,1%,3%,77%,13%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-2674,In Progress,Maiden Installation,Core Network,EPC,41,41,0,01-May-24,01-May-24,10-Jul-25,30-Sep-25,30-Sep-25,,517,517,1454.0,1454.0,,1454.0,0%,0%,97%,0%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-401,Closed,"Upgrade, Expansion, Migration",Core Network,EPC,152,150,150,10-Jul-24,10-Jul-24,30-Apr-25,12-Dec-25,12-Dec-25,23-Jun-25,520,520,2112.0,1932.0,1908.1,1908.1,1%,100%,67%,99%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; efforts saved; late start; 
DSFFLOW-1263,In Progress,Maiden Installation,Core Network,EPC,36,36,11,11-May-25,11-May-25,11-Jul-25,01-Aug-25,01-Aug-25,,82,82,871.0,871.0,687.75,809.0,8%,31%,154%,79%,Amber,[In Prog] efforts burnt misaligned with work progress; efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-2931,On Hold,Maiden Installation,Network Management,Activation,46,46,4,08-Jun-25,08-Jun-25,09-Jun-25,30-Dec-25,30-Dec-25,,205,205,1061.25,1061.25,267.72,1027.07,3%,9%,49%,25%,Green,[On Hold] 
DSFFLOW-937,Closed,Upgrade,Core Network,IMS,16,16,16,06-May-25,06-May-25,12-Sep-25,29-Jun-25,29-Jun-25,12-Sep-25,54,54,176.0,176.0,204.0,204.0,-16%,100%,236%,116%,Red,[Closed] effort overrun > 1%; schedule overrun > 10%; late start; 
DSFFLOW-3562,In Progress,Upgrade,Core Network,Cloud,23,23,2,23-Jul-25,23-Jul-25,23-Jul-25,30-Sep-25,30-Sep-25,,69,69,844.0,844.0,392.0,864.0,-2%,9%,79%,46%,Amber,[In Prog] projecting 1%+ EAC effort overrun ; efforts burnt misaligned with work progress; work progress misaligned with time progress; 
DSFFLOW-1584,In Progress,Maiden Installation,"Core Network, Network Management","Activation, Core Network Automation, EPC, IMS, Resource Orchestration, UDM",43,43,45,12-May-25,12-May-25,12-May-25,15-Sep-25,15-Sep-25,,126,126,2549.99,2549.99,2148.99,2532.99,1%,105%,100%,84%,Amber,[In Prog] efforts burnt misaligned with work progress; 
DSFFLOW-2901,On Hold,Maiden Installation,Network Management,Resource Orchestration,34,33,13,01-Jun-25,01-Jun-25,08-Jul-25,30-Aug-25,30-Aug-25,,90,90,777.75,777.75,248.75,742.75,5%,39%,118%,32%,Amber,[On Hold] efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-1119,In Progress,Upgrade,Network Management,Element Management,161,160,48,15-May-25,21-May-25,02-Jun-25,31-Dec-25,31-Dec-25,,230,224,3306.0,3298.0,1302.5,2813.0,15%,30%,52%,39%,Green,[In Prog] late start; 
DSFFLOW-6286,In Progress,Upgrade,Core Network,EPC,18,18,0,25-Aug-25,25-Aug-25,10-Sep-25,18-Sep-25,18-Sep-25,,24,24,141.0,141.0,40.0,141.0,0%,0%,88%,29%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-4085,In Progress,Upgrade,Core Network,Cloud,206,206,27,07-Jul-25,07-Jul-25,04-Aug-25,14-Nov-25,14-Nov-25,,130,130,7116.98,7116.98,1283.96,7008.54,2%,13%,54%,18%,Green,[In Prog] late start; 
DSFFLOW-5029,In Progress,Upgrade,Core Network,UDM,28,28,3,29-Jul-25,29-Jul-25,20-Aug-25,03-Oct-25,03-Oct-25,,66,66,608.0,608.0,160.0,608.0,0%,11%,73%,26%,Green,[In Prog] work progress misaligned with time progress; late start; 
DSFFLOW-4379,In Progress,Upgrade,Network Management,Element Management,69,69,23,03-Aug-25,04-Aug-25,04-Aug-25,31-Dec-25,31-Dec-25,,150,149,1002.5,1002.5,322.5,964.5,4%,33%,29%,32%,Green,[In Prog] 
DSFFLOW-3870,In Progress,Expansion,Core Network,Cloud,62,62,29,14-Jul-25,14-Jul-25,29-Jul-25,24-Dec-25,24-Dec-25,,163,163,727.94,727.94,473.2697222,712.9397222,2%,47%,39%,65%,Green,[In Prog] late start; 
DSFFLOW-4605,In Progress,Upgrade,Core Network,Cloud,127,127,26,24-Jul-25,24-Jul-25,11-Aug-25,31-Dec-25,31-Dec-25,,160,160,2196.0,2196.0,386.0,2196.0,0%,20%,34%,18%,Green,[In Prog] late start; 
DSFFLOW-879,Rejected,Upgrade,Network Management,Element Management & Reporting,12,12,0,09-May-25,09-May-25,,29-Jun-25,29-Jun-25,,51,51,0.0,0.0,,0.0,0%,0%,250%,0%,,
DSFFLOW-1383,Closed,Upgrade,Core Network,EPC,63,63,63,31-Dec-24,31-Dec-24,01-Jan-25,30-Jun-25,30-Jun-25,27-May-25,181,181,952.0,952.0,952.0,952.0,0%,100%,81%,100%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; 
DSFFLOW-206,In Progress,Upgrade,Core Network,IMS,214,189,93,16-Feb-25,16-Feb-25,22-Apr-25,18-Dec-25,18-Dec-25,,305,305,3892.0,3892.0,2414.0,3362.75,15%,49%,69%,62%,Green,[In Prog] late start; 
DSFFLOW-1614,In Progress,Upgrade,Network Management,Resource Orchestration,54,52,52,28-May-25,28-May-25,04-Jun-25,30-Jan-26,30-Jan-26,,247,247,299.7533333,299.7533333,300.12,300.12,0%,100%,45%,100%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; 
DSFFLOW-5597,In Progress,Upgrade,Core Network,Cloud,24,24,0,10-Aug-25,10-Aug-25,29-Aug-25,30-Oct-25,30-Oct-25,,81,81,1828.0,1906.0,72.0,1882.0,1%,0%,45%,4%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-3630,Assigned,Migration,Core Network,Cloud,60,60,0,04-Jul-25,04-Jul-25,,31-Dec-25,31-Dec-25,,180,180,2549.0,2549.0,,2549.0,0%,0%,41%,0%,Amber,[Assigned] with 73 days past due start date; 
DSFFLOW-5085,In Progress,Expansion,BOS,Monetization Charging,80,80,3,04-Aug-25,04-Aug-25,20-Aug-25,30-Nov-25,30-Nov-25,,118,118,794.9,794.9,65.5,797.2,0%,4%,36%,8%,Green,[In Prog] late start; 
