DSF Project ID,Delivery State,Flow,Domain,Sub-Domain,Plan Work,Replan Work,Closed Work,Plan Start,Replan Start,Actual Start,Plan End,Replan End,Actual End,Plan Days,Replan Days,Plan Hr,Replan Hr,Logged Hr,EAC Hr,EAC Efficiency,Work Prog,Time Prog,Effort Prog,RAG,RAG Reason
DSFFLOW-3443,On Hold,Upgrade,Network Management,Element Management & Reporting,21,15,8,14-Jul-25,14-Jul-25,14-Jul-25,19-Sep-25,19-Sep-25,01-Aug-25,67,67,158.5,158.5,137.0,229.0,-44%,53%,29%,86%,Red,[On Hold] projecting 5%+ EAC effort overrun; efforts burnt misaligned with work progress; efforts burnt misaligned with time progress; 
DSFFLOW-2931,On Hold,Maiden Installation,Network Management,Activation,46,46,4,08-Jun-25,08-Jun-25,09-Jun-25,30-Dec-25,30-Dec-25,,205,205,1061.25,1061.25,267.72,1027.07,3%,9%,35%,25%,Green,[On Hold] 
DSFFLOW-1646,On Hold,Upgrade,Network Management,Element Management & Reporting,67,67,24,27-May-25,21-Jul-25,09-Jun-25,29-Aug-25,30-Sep-25,,94,71,1440.0,1440.0,504.01,1424.01,1%,36%,42%,35%,Green,[On Hold] early start; 
DSFFLOW-3265,Assigned,Migration,Core Network,"EPC, UDM, IMS, Core Network Automation, Cloud",88,88,0,15-May-25,15-May-25,,20-Nov-25,20-Nov-25,,189,189,8356.5,8356.5,,8356.5,0%,0%,51%,0%,Amber,[Assigned] with 96 days past due start date; 
DSFFLOW-4850,Assigned,Migration,Core Network,"Core Network Automation, EPC, IMS, MSS, Signaling, UDM",301,301,0,11-Aug-25,11-Aug-25,,25-Oct-25,25-Oct-25,,75,75,8332.6,8332.6,,8332.6,0%,0%,12%,0%,Amber,[Assigned] with 8 days past due start date; 
DSFFLOW-4624,Assigned,Maiden Installation,Core Network,Signaling,18,18,0,09-Aug-25,09-Aug-25,,29-Jun-26,29-Jun-26,,324,324,570.0,570.0,,570.0,0%,0%,3%,0%,Amber,[Assigned] with 10 days past due start date; 
DSFFLOW-4628,Assigned,Maiden Installation,Core Network,"Core Network Automation, UDM",29,29,0,09-Aug-25,09-Aug-25,,29-Jun-26,29-Jun-26,,324,324,730.0,730.0,,730.0,0%,0%,3%,0%,Amber,[Assigned] with 10 days past due start date; 
DSFFLOW-4636,Assigned,Maiden Installation,Core Network,"Core Network Automation, EPC",51,51,0,30-Jun-25,30-Jun-25,,29-Jun-26,29-Jun-26,,364,364,1716.0,1716.0,,1716.0,0%,0%,15%,0%,Amber,[Assigned] with 50 days past due start date; 
DSFFLOW-325,Assigned,Upgrade,Core Network,MSS,34,34,0,22-Apr-25,22-Apr-25,,31-Dec-26,31-Dec-26,,618,618,512.0,512.0,,512.0,0%,0%,19%,0%,Amber,[Assigned] with 119 days past due start date; 
DSFFLOW-4540,Assigned,Upgrade,Core Network,Cloud,34,34,0,28-Jul-25,28-Jul-25,,31-Dec-25,31-Dec-25,,156,156,1364.0,1364.0,,1364.0,0%,0%,15%,0%,Amber,[Assigned] with 22 days past due start date; 
DSFFLOW-4916,Assigned,Upgrade,Network Management,Element Management & Reporting,78,78,0,18-Aug-25,18-Aug-25,,15-Dec-25,15-Dec-25,,119,119,1231.8,1231.8,,1231.8,0%,0%,2%,0%,Amber,[Assigned] with 1 days past due start date; 
DSFFLOW-1809,Assigned,"Upgrade, Maiden Installation",Core Network,"MSS, Signaling",46,46,0,03-Mar-25,03-Mar-25,,15-Dec-25,15-Dec-25,,287,287,1202.0,1202.0,,1202.0,0%,0%,59%,0%,Amber,[Assigned] with 169 days past due start date; 
DSFFLOW-3010,Assigned,Upgrade,Core Network,Cloud,47,47,0,04-Jul-25,04-Jul-25,,31-Dec-25,31-Dec-25,,180,180,1803.0,1803.0,,1803.0,0%,0%,26%,0%,Amber,[Assigned] with 46 days past due start date; 
DSFFLOW-3528,Assigned,Upgrade,Core Network,EPC,130,130,0,04-Jul-25,04-Jul-25,,31-Dec-25,31-Dec-25,,180,180,1992.0,1992.0,,1992.0,0%,0%,26%,0%,Amber,[Assigned] with 46 days past due start date; 
DSFFLOW-3630,Assigned,Migration,Core Network,Cloud,60,60,0,04-Jul-25,04-Jul-25,,31-Dec-25,31-Dec-25,,180,180,2549.0,2549.0,,2549.0,0%,0%,26%,0%,Amber,[Assigned] with 46 days past due start date; 
DSFFLOW-2916,Assigned,Maiden Installation,Core Network,MSS,12,12,0,15-May-25,15-May-25,,21-Dec-26,21-Dec-26,,585,585,204.0,204.0,,204.0,0%,0%,17%,0%,Amber,[Assigned] with 96 days past due start date; 
DSFFLOW-4880,Assigned,Migration,Core Network,"Cloud-3PP/MPBN, IMS, MSS, Signaling, UDM",127,127,0,13-Aug-25,13-Aug-25,,05-Dec-25,05-Dec-25,,114,114,2334.2,2334.2,,2334.2,0%,0%,6%,0%,Amber,[Assigned] with 6 days past due start date; 
DSFFLOW-4729,Assigned,Upgrade,Core Network,Cloud-3PP/MPBN,10,10,0,01-Aug-25,01-Aug-25,,31-Oct-25,31-Oct-25,,91,91,14.0,14.0,,14.0,0%,0%,21%,0%,Amber,[Assigned] with 18 days past due start date; 
DSFFLOW-4955,Assigned,Maiden Installation,Network Management,Element Management & Reporting,77,77,0,18-Aug-25,18-Aug-25,,28-Nov-25,28-Nov-25,,102,102,2003.5,2003.5,,2003.5,0%,0%,2%,0%,Amber,[Assigned] with 1 days past due start date; 
DSFFLOW-3998,Assigned,Upgrade,Core Network,MSS,13,13,0,25-Jul-25,25-Jul-25,,15-Apr-26,15-Apr-26,,264,264,220.0,220.0,,220.0,0%,0%,10%,0%,Amber,[Assigned] with 25 days past due start date; 
DSFFLOW-3418,Assigned,Upgrade,Core Network,IMS,38,38,0,14-Jul-25,14-Jul-25,,12-Sep-25,12-Sep-25,,60,60,516.0,516.0,,516.0,0%,0%,61%,0%,Amber,[Assigned] with 36 days past due start date; 
DSFFLOW-3411,Assigned,Upgrade,Core Network,IMS,46,46,0,14-Jul-25,14-Jul-25,,15-Aug-25,15-Aug-25,,32,32,542.0,542.0,,542.0,0%,0%,113%,0%,Amber,[Assigned] with 36 days past due start date; 
DSFFLOW-4865,Assigned,Upgrade,Core Network,"MSS, Signaling",23,23,0,06-Jun-24,06-Jun-24,,21-Aug-25,21-Aug-25,,441,441,282.5,282.5,,282.5,0%,0%,100%,0%,Amber,[Assigned] with 439 days past due start date; 
DSFFLOW-4713,Assigned,Upgrade,Core Network,MSS,38,38,0,25-Jul-25,25-Jul-25,,30-Aug-25,30-Aug-25,,36,36,652.0,652.0,,652.0,0%,0%,70%,0%,Amber,[Assigned] with 25 days past due start date; 
DSFFLOW-4013,Assigned,Maiden Installation,Core Network,MSS,38,38,0,25-Jul-25,25-Jul-25,,15-Apr-26,15-Apr-26,,264,264,2613.0,2613.0,,2613.0,0%,0%,10%,0%,Amber,[Assigned] with 25 days past due start date; 
DSFFLOW-4525,Assigned,Migration,Core Network,UDM,15,15,0,11-Aug-25,11-Aug-25,,30-Jan-26,30-Jan-26,,172,172,1277.0,1277.0,,1277.0,0%,0%,5%,0%,Amber,[Assigned] with 8 days past due start date; 
DSFFLOW-2828,Assigned,Migration,Core Network,UDM,15,15,0,14-Jul-25,14-Jul-25,,28-Nov-25,28-Nov-25,,137,137,593.0,593.0,324.0,593.0,0%,0%,27%,57%,Red,[Assigned] with wrong project state with efforts burning; 36 days past due start date; 
DSFFLOW-3294,Assigned,Upgrade,Core Network,IMS,65,65,0,08-Jul-25,08-Jul-25,,22-Sep-25,22-Sep-25,,76,76,312.0,312.0,,312.0,0%,0%,57%,0%,Amber,[Assigned] with 42 days past due start date; 
DSFFLOW-937,Backlog,Upgrade,Core Network,IMS,16,16,2,06-May-25,06-May-25,,29-Jun-25,29-Jun-25,,54,54,176.0,176.0,108.0,173.0,2%,13%,193%,61%,Red,[Backlog] with wrong project state with work happening; efforts burning; 105 days past due start date; 
DSFFLOW-626,Backlog,Maiden Installation,Core Network,EPC,34,34,0,29-Apr-25,29-Apr-25,29-Apr-25,31-Aug-25,31-Aug-25,15-Sep-25,124,124,2496.0,2496.0,904.0,2392.0,4%,0%,113%,36%,Red,[Backlog] with wrong project state with efforts burning; 112 days past due start date; actual End Date exceeds Today; 
DSFFLOW-1322,Backlog,Upgrade,Core Network,"EPC, Exposure, UDM",88,88,22,22-Apr-25,22-Apr-25,,30-Aug-25,30-Aug-25,,130,130,981.5,981.5,748.5,981.5,0%,25%,92%,76%,Red,[Backlog] with wrong project state with work happening; efforts burning; 119 days past due start date; 
DSFFLOW-1474,Backlog,Upgrade,Core Network,IMS,54,54,5,24-Mar-25,24-Mar-25,,30-Jun-25,02-Feb-26,,98,315,429.5,429.5,72.0,357.5,17%,9%,47%,17%,Red,[Backlog] with wrong project state with work happening; efforts burning; 148 days past due start date; 
DSFFLOW-356,Backlog,Expansion,Core Network,UDM,13,13,0,18-Dec-24,18-Dec-24,,31-Jul-26,31-Jul-26,,590,590,222.0,222.0,,222.0,0%,0%,41%,0%,Amber,[Backlog] with 244 days past due start date; 
DSFFLOW-845,Backlog,Upgrade,Core Network,MSS,22,22,0,24-Feb-25,24-Feb-25,,30-Jun-25,30-Jun-25,,126,126,674.0,674.0,,674.0,0%,0%,139%,0%,Amber,[Backlog] with 176 days past due start date; 
DSFFLOW-371,Backlog,Upgrade,Core Network,MSS,28,28,0,24-Mar-25,24-Mar-25,,25-Jul-25,25-Jul-25,,123,123,700.0,700.0,,700.0,0%,0%,120%,0%,Amber,[Backlog] with 148 days past due start date; 
DSFFLOW-894,Backlog,Upgrade,Core Network,UDM,23,23,0,06-May-25,06-May-25,,31-Dec-25,31-Dec-25,,239,239,924.0,924.0,480.0,924.0,0%,0%,44%,52%,Red,[Backlog] with wrong project state with efforts burning; 105 days past due start date; 
DSFFLOW-1223,Backlog,Expansion,Core Network,"EPC, UDM, Signaling",166,166,1,09-May-25,09-May-25,,31-Dec-25,31-Dec-25,,236,236,33976.0,33976.0,1129.0,33976.0,0%,1%,43%,3%,Red,[Backlog] with wrong project state with work happening; efforts burning; 102 days past due start date; 
DSFFLOW-879,Rejected,Upgrade,Network Management,Element Management & Reporting,12,12,0,09-May-25,09-May-25,,29-Jun-25,29-Jun-25,,51,51,0.0,0.0,,0.0,0%,0%,198%,0%,,
